EntryID,SenseID,EngDesc,SpaDesc,ZapDesc,AssociatedTaxa,SpecimenImagesByTaxa
E0950,S0860,Ironwood.,Palo fierro.,"Sicari' rabicabe ti yaga nabé naguidxi, nin jacha nácabe qué randa richezani.",,
E0414,S0861,Name used for two species of the genus Acacia: <Acacia farnesiana> and <Acacia macracantha>. These are thorny trees that reach a height of 5 meters. Their flowers have noticeable yellow stamens and are distributed in a spherical shape. The fruits of both species are green pods that are used as firewood when they mature.,"El huizache. Con este nombre se conoce a dos especies del género Acacia, <Acacia farnesiana> y <Acacia macracantha>. Árboles espinosos que alcanzan una altura de 5 metros. Sus flores cuyos estambres de color amarillo sobresalen, se disponen en forma de esferas. Los frutos de ambas especies son vainas de color verde cuando jóvenes. Su madera se utiliza como leña.","Nacani ti yaga guiichi risoo bia' gaayu metru, ribeeni ti guie' naquichi', ne luni rica ti xca naga'. Runicabeni yaga chu' xade, napani tini naquichi'. Cadi nuu xhaatape'ni.",<Acacia farnesiana>;<Acacia macracantha>,
E0418,S0862,"This name is used to refer to at least two species of fabaceae, <Parkinsonia aculeata> and <Parkinsonia praecox>. The first is probably a naturalized species, while the second is native to Mexico. These are abundant trees that reach a height of 8 meters. The leaves of <Parkinsonia aculeata> are long and thin like ribbons, while those of <Parkinsonia praecox> are typical of a leguminous plant and composed of various smaller leaves, though they do not grow very large. This latter species is also notorious for its thorns. Both species produce yellow flowers. The fruit of <Parkinsonia aculeata> is a fleshy pod that is initially green but turns red as it matures. It narrows between each seed. The fruit of <Parkinsonia praecox> is a flat, slightly twisted pod.","Con este nombre se denomina a por lo menos dos especies de fabáceas, <Parkinsonia aculeata> y <Parkinsonia praecox>. La primera es probablemente una especie naturalizada, mientras que la segunda es nativa de México. Se trata de árboles abundantes que alcanzan una altura de 8 metros. Las hojas de <Parkinsonia aculeata> son largas y muy delgadas como cintas, mientras que las de <Parkinsonia praecox> presentan la típica hoja de las leguminosas, compuesta de varias hojuelas, si bien no llegan a ser muy grandes. <Parkinsonia praecox> presenta espinas que son notorias para los conocedores locales. Ambas especies presentan flores amarillas. Los frutos de <Parkinsonia aculeata> son vainas inicialmente verdes tornándose rojas al madurar, carnosas y con una cintura entre cada semilla. Los frutos de <Parkinsonia praecox> son vainas aplastadas, planas y ligeramente torcidas.","Nacani ti yaga guiichi risoo bia' xhono metru. Ladini nayaa, zaqueca ca xpandaga guiichini, ribeeni ti guie' naguchi ne ti xca naga' naxiñá'.",<Parkinsonia aculeata>;<Parkinsonia praecox>,"d35e7f46e3ff112ab3e2fb3b35f011c2,3336dd007a2b574740fd7a63e861eafb,a422b6dd2a50eefaf629f613f05d2869,c40c57fefc841763e8ec99f0eb7a3173,34ede7a9458434bf87d881daed2bb7c5,99aadd76252a92e6bf8045909efed49e,1995d4d8d56d6b8e5b527045ec2c2ff2,9823c61519423b0fe1a30b956f180245,a7edb36aa285ef93eb04b638b230441a,a262c41353cecd3386fd3711370edbc8,94f201c04663ed16040ab09fa2e91a2b,83642f55e48278573b9c22f017c259f0,35de4affbdb69d81f0e862489a1fbddc,2536f3e99434207b54f9d0106cdb7064,f70e343ceb1dc2b58477c6c87ea2a060,3488321d769ea24d6dc1e20d512014f1,077ee76dd1ba4999afba4a06df5e3e1a,d540180827e93b9632058f2a478e4e5e,3ff7994eb938b9b8f368a66925418462,61d4ac86c5a0a228e2c9b642819b7e94"
E0435,S0863,"In La Ventosa this term refers to a cactus that is similar to the <nopal> or 'prickly pear' but is not edible. However, in Juchitán de Zaragoza this term is used to refer to the edible <nopal> cactus.","En La Ventosa, este término designa a un cactus similar al nopal pero que no es comestible. Sin embargo, en Juchitán de Zaragoza se usa este término para designar al nopal comestible.","Ndaani' Guidxibi, sicari' rabicabe ti guichibiaa ni rindani ndaani' gui'xhi' ni qué ródi' binni. Ca binni Guidxiguie' sicari' rabicabe ti guichibiaa ni ró binni.",,
E0420,S0864,"Name for the species <Acacia cornigera> of the Fabaceae family, a thorny tree that reaches a height of 3 meters. The thorns widen at their base and appear in pairs at the base of the leaves. The flowers are yellow and appear during the dry season. The fruit also appears during the dry season and is a dark red color. Living inside the thorns of the tree are small red ants that have a painful bite. There are two types of <yaga guiichi bidoorre>, one growing in the hills and another growing near the town. The type that grows in the hills grows larger in size, while the other produces a fruit with a yellow pulp that is full of seeds. The fruit is eaten by birds and may also be eaten by humans.","El cuernecillo, el cornezuelo. El nombre de <yaga guiichi bidoorre> denomina a <Acacia cornigera>, de la familia Fabaceae. Estos son árboles espinosos que alcanzan una altura de 3 metros. Las espinas se presentan en pares en la base de las hojas y son anchas en la base. Sus flores son amarillas y florecen en época de sequía. Sus frutos son color rojo oscuro y también se producen en época de sequía. Dentro de las espinas de este árbol habitan hormigas pequeñas y rojas que al picar producen mucho dolor. Se identifica un tipo de <yaga guiichi bidoorre> que crece en los cerros y llega a ser de mayor estatura y otro que crece cerca del pueblo y produce frutos con pulpa amarilla y semilla abundante. Estos frutos son comestibles para los pájaros y los humanos.","Laani nga ti yaga guiichi risoo bia' chonna metru. Lu diidxaxtia rabicani 'cornezuelo', rudiini caadxi guiichi nabiuxe, racani naga' lu xhi gusiba, ribeeni ti guie' naguchi ne ti xca nuu bieque naga', naguchi, naxiñá' nacahui. Nuu chupa yagadi', tobini la rindani lu dani, má nasoo ne rudiini ti bichuga natuxhu nagu. Xtobini la nuu lu guidxi ne rudiini ti cuananaxhi ni gudó binni, yanna ma' manihuiinisi róni.",<Acacia cornigera>,"810b9efa1476774d285bdd9aff8fab0c,1c3b9dba5e3ad73e7bfff1926230836f,f9a1088cfc2937365cf5866a7f2b39bf,f984770b77396782142e044f7c05e57e,867eb6d97cd5f8f15bb294228c47bf21,b559c258306937d340e610eca6c3d0d9,ca13195b58398364b47b9003dcb9cde7,5dffcf3e894bf35d62e8a210660a8af6,e6e6c8bdb79a975998bbbc85a0d6c476,48daac3b5254f5f878becba0cc1a5cd3,cd71a082109c0778c53b8f3d9784ca50,74f8f47e80bf470c12606717a06e7697,ca0ec516d0a7ead0acdbbe28809e6953,dbfd08bbac4cdb03f36283cd6741ad94,5a2b0cce4bde8af756c895b5b81dde00,e215a462e84038492705d6b5dda9d33c,c601d4f89f87b4a6a12dad86cd871063,ef10ccb8032e6bbf9cae4cdb14ef2255,7ed30fb36b6d7bbf337e5bc42f7257a8"
E0424,S0865,"Name for the species of the Rubiaceae family <Randia> aff. <aculeata>, a tree that reaches a height of 2.5 meters. It has small leaves and pairs of thorns on each knot. It produces a white flower and a smooth, spherical, yellowish-green fruit. The stems can be used to make pendants for necklaces in the shape of a small cross.","Con este nombre se designa a la especie de Rubiaceae, <Randia> aff. <aculeata>. Árbol que alcanza una altura de 2.5 metros, presenta espinas por pares en cada nudo y sus hojas son pequeñas. La flor es blanca y el fruto esférico y liso de color verde amarillento. Sus tallos se usan para hacer collares en forma de cruz pequeña.","Nacani ti yaga xada risoo bia' chupa metru garonda', rudiini ti xca nabidola naguchi, rului'ni ti tuna huiini ne guie' xtini naquichi', rinda' naxhi, nuu tu runini biga'. Neza Guizii rabicabeni 'azucena gui'xhi'.",<Randia aculeata>,"8b75a7333ee0c0d12802de028af7f467,dfe5e17357c9bf233955d2ece7d3d042,d0b82b34373d1c8d881a9c1b685af5eb"
E1167,S0866,"Name for two species of the genus <Randia>: <Randia malacocarpa> and <Randia laetevirens>. These are thorny trees that reach a height of 2.5 meters. The leaves appear in groups, and the flowers are white. The fruit of the first species has an elliptical shape while the fruit of the second species is balloon-shaped. The stems can be used to make pendants for necklaces in the shape of a small cross.","Se nombra así a dos especies del género <Randia>: <Randia malacocarpa> y <Randia laetevirens>. Árboles que alcanzan una altura de 2.5 metros, presentan espinas y sus hojas se presentan agrupadas. Las flor son blancas. Su fruto es elíptico en el caso de la primera, y globoso en la segunda. Sus tallos se usan para hacer collares en forma de crucecita.","Nacani ti yaga xada risoo bia' chupa metru garonda', rudiini ti xca nabidola naguchi, rului'ni ti tuna huiini ne guie' xtini naquichi', rinda' naxhi, nuu tu runini biga'. Neza Guizii rabicabeni 'azucena gui'xhi'.",<Randia laetevirens>;<Randia malacocarpa>,"2c60dc0cb57e30fd2552e7168e641046,fbc3d63273f2ee6595444f8b22c23057,2ddc43171df80e924d177c705d2edc03,5be116c3daad54215a09bc083d996b64,727fd7ca5faf4d8e51fd7ebdadfa3784,71c169670255e8eb1d66fc0a754ae02d,fa552b7d5d39d274da4221faa0e084e2"
E1168,S0867,"Name for the species <Randia thurberi> of the Rubiaceae family, a tree that reaches a height of 2.5 meters. It has a white flower and a yellowish-green fruit. The fruit is larger than that of other species of this genus. The stems can be used to make pendants for necklaces in the shape of a small cross.","Se denomina así a la especie <Randia thurberi>, perteneciente a la familia Rubiaceae. Árbol que alcanza una altura de 2.5 metros, de flor blanca y fruto verde amarillento, más grande que los frutos de las otras especies de <Randia>. Sus tallos se usan para hacer collares en forma de crucecita.","Nacani ti yaga xada risoo bia' chupa metru garonda', rudiini ti xca nabidola naguchi, rului'ni ti tuna huiini ne guie' xtini naquichi', rinda' naxhi, nuu tu runini biga'. Neza Guizii rabicabeni 'azucena gui'xhi'.",<Randia thurberi>;<Randia>,"f0f02d44d9afb52fe9c9473ae361eb33,a4b0e1ef78d1af8558e248d2fbc5931c,4ef0e204452d41ce340d841620c116f3,d14215b3a986643fa2f3bfbe5112a721,5ba43b156a4929c00da9d85df9afaee7,76177403e5ac959878ffd8d5d332d38d"
E0327,S0868,This name is used to refer to at least two species of the Ebenaceae family: <Diospyros aequoris> and <Diospyros salicifolia>. Both are shrubs that reach a height of 4 meters and produce a fruit known as <guiichi lui'> or simply <chi lui'>. The fruit is balloon-shaped and yellow or orange in color. They are edible and the same size as a <nanche> fruit. <Diospyros aequoris> produces its fruit during the rainy season.,"Con este nombre se denomina a por lo menos dos especies de la familia Ebenaceae: <Diospyros aequoris> y <Diospyros salicifolia>. Ambos son arbustos que alcanzan una altura de 4 metros. Sus frutos se conocen como <guiichi lui'> o simplemente <chi lui'>. Son globosos, de color amarillo a anaranjado, del tamaño de un nanche y comestible. <Diospyros aequoris> produce sus frutos en época de lluvia.","Yagadi' rudiini ti cuananaxhi rabicabe laa guiichi lui', zeda gacagani casi ti nanchi, ora caru gáni nayaa luni ne ra zigacani nagüi riguchini. Ricáni lu beeu gusiguie.",<Diospyros aequoris>;<Diospyros salicifolia>,"8c53ac743a311973a0cf10b17d34c964,32e819caab20e7907537446f292a2341,90d94b155f5f1e3f7972ec89d4a90995,ee2577c4e6f2a033a9fe91573f205eed,327cc383cbcd832b710a7d21251fe919,1d581c1bb0dcc6371c06f280118c2ae7,daa5e5f93c75f08548795447811b745a,29803512a8ebb5252c348a9df93d2834,c5cbce3995575acef1c8cc94858d222e,cfbe48f5271b995621eafddb38bb307a,3a10f0366286d7fa7c69b7f5468b6207,b1c51cac2eb5b4a9b139968c6cd8ef2c,5d70d0a20d82e979043bc36f6d8ec5b3,ab068b99c7e87deaf34713d9f7b64c99,08cdadefb6736d2aa15cc1e2f7d43f37,b779ddf1c1c47de5f9c0acecef62eb5f,6df848fbc2cf111e4b362709bbc21aeb,ad5fd3d24c957eee1658572d8e4442db"
E1201,S0869,Name used in San Blas Atempa for a thorny tree with spoon-shaped fruit. It is possible that this term is synonymous with the name <guiichi bateede> (or <guiichi wateede>) and that it refers to the same species of trees belonging to the genus <Acacia>.,Nombre que se le da en San Blas Atempa a un árbol espinoso cuyos frutos tienen forma de cuchara. Es posible que este término sea sinónimo de <guiichi bateede> (<guiichi huateede>) y que se refiera a las mismas especies de árboles pertenecientes al género <Acacia>.,Ca binni Guidxiguie' rabini yaga guichi bateede ne ca binni San Blas rabini Yaga guichi xigabe. Napani guichi ne rudiini ti xca rului' xigabe.,,
E0080,S0870,A type of acacia tree known in Spanish as <huizache>.,El huizache.,"Nabé nuuni ndaani' gui'xhi', yaga xadani ne napani guichi.",,
E0582,S0871,Tree found in the hills but not in the area surrounding La Ventosa. It is good for making posts and vertical supports.,"Árbol que se encuentra en los cerros pero no en los alrededores de La Ventosa, y que es bueno para producir postes y horcones.","Sicari' rabicabe ti yaga nuu ndaani' gui'xhi', qué rihuinnidi'ni ndaani' guidxi. Nabé sicaruni casi yagañee ne yagaruaa.",,
E1277,S0872,Hollow tree or stick.,Árbol o palo hueco.,"Laani nga yaga rig, pacaa yaga lé.",,
E0130,S0873,"Name for the species <Ricinus communis> of the Euphorbiaceae family. This is a tree or shrub that is not native to Mexico. In La Ventosa it reaches a height of 2 meters and is found in abundance along the sides of roads. It produces yellowish-white flowers and thorny green fruit. Children used to cut the largest leaves off the tree and pretend they were umbrellas. It is currently not used for medicinal purposes, but traditionally in the Central Valleys area people would cover their necks with the leaves to treat mumps.","La higuerilla, el ricino, la palma de Cristo. Se denomina así a la especie <Ricinus communis>, de la familia Euphorbiaceae. Árbol o arbusto introducido a (no nativo de) México que en La Ventosa alcanza una altura de 2 metros. Abunda a lo largo de los caminos. Sus flores son de color blanco amarillento y sus frutos son verdes y espinosos. Los niños solían cortar las hojas más grandes de esta planta para jugar con ellas como si fueran paraguas. Actualmente no se le atribuye ninguna propiedad medicinal aunque se reporta que anteriormente en la zona de Valles Centrales se colocaban las hojas sobre el cuello a manera de tratamiento contra las paperas.","Laani nga ti yaga bandaga risoo bia' chupa metru. Ca xpandagani nabiaa ne naro'ba nga runi ca xcuidi, gudxitecani, ricaacani ruzuluca' ti paraguani. Ribeeni ti guie' naquichi' pacaa naguchi naga' ne napani ti xca naga'. Ca binnizá nuu lu la'chi xti Lula' riquiiñecabeni ora tuuxa napa sambo'co, riguixhecabeni ra yanni  binnihuará.",<Ricinus communis>,"2c1720ff1e32325abb3197ae9d9953cb,ec2b13b0cd053d8b026a67547b154537,0d789c5ebff513595f6af58d3a206952,e0f406c0d0755833a4ea0d48b31fb61e,5ce14229c8391175567b1503492e0d71,94d35e4a5424551764d6dabce6bad60f,99a90465dd85c667ab161b893934acf1,f02b9ec887dde4fff65682644719f5bc,747a7dffb544aff2dd36c6d58ff93727,310b330f9ec4679295fcbb995960e2e7,23f282c67d8f6429c26470a7f991a09b"
E0051,S0874,Fig tree.,Higuera.,"Cuananaxhidi' xti' dxuni, naguga ladini, ne nayu'la'ni, xpeelani zeda gacaga casi du'ga'. Nabé nanaxhini, racani dxiña.",,
E0618,S0875,"Name for the species <Caesalpinia velutina> of the Fabaceae family, a scarce tree that reaches a height of 6 meters. Its leaves and branches are fuzzy and soft to the touch. Its flowers are yellow, and its fruit is a flat, wide, fuzzy pod that can be brown or green in color. The red wood of the tree is resistant to termites, and because of this it is used to make vertical supports. The roots are used to carve wooden figurines. It is believed to have medicinal properties for treating constipation.","El pepe huaje, el tepe huaje. Con este nombre se reconoce a <Caesalpinia velutina>, perteneciente a la familia Fabaceae. Árbol escaso que alcanza una altura de 6 metros, sus hojas y ramitas son aterciopeladas y suaves al tacto. Sus flores son amarillas. Sus frutos son vainas aplanadas, anchas, de color entre verde y café, aterciopelados. La madera es roja y resiste al insecto conocido comején y que se alimenta de la madera. Por esta propiedad el <yaga la guiaa> se utiliza para hacer horcones. Las raíces se utilizan para hacer figuras talladas. Se considera que tiene propiedades medicinales contra el estreñimiento.","Yagadi' risoo bia' xhono metru, naxiñá' ladini, yaga xtini naguidxi que ricádi' bandaani, nganga runi riquiiñecabeni sica yagañee ne nuu tu ricaani ribaguni runini xtianu huiini', ngaca runinecabe xcuni. Ribeeni ti guie' naguchi ne ti xca naga' naguchi, pacaa naga'. Nuu tu ná racaneni guichaacha ndaani' binni que ganda cuí pasia.",<Caesalpinia velutina>;<Coulteria velutina>,"5c4f57f8ada62358f6a4cdd9d2ca386a,8a7b3c0c94b139d4f72638c9f5490728,51f30b3aebbb19f205eed998872f4cd4,0973e725f2142f7d124f690ee04f8197,2d83b1521d3b1db8d1034ecede79d22a,be17a9a4a02bd3670b7fedfc850eef0b,089f72205022efa1806d914e84b3f803,383844fd34fdd5a10f084e379da81861,dfe9c14e2af0c3a7541a4247984e9439"
E1115,S0876,"Name for the species  <Acacia coulteri>, a scarce tree that reaches a height of 10 meters and resembles the tree known as <yaga la guiaa>. The fruit is a flat, green pot with a noticeable border. The wood is also described as green.","Se nombra así a <Acacia coulteri>, árbol escaso que alcanza una altura de 10 metros similar al que se conoce como <yaga la guiaa>. Sus frutos son vainas verdes, aplanadas, con el borde muy marcado. La madera también se describe como de color verde.","Yaga danidi' risoo bia' chii metru, nayaa ladxido'ni, rului'ni la guiaa. Riquiiñecabeni casi yagañee ne yagale'. Napani ti xca naga'.",<Acacia coulteri>,"2679ad077d64a26b192da00390b80a9c,11543a560116b5121d48dc75dc34932b,eeb2dc8d04667f3384dbb191e9ee90a2,1be7c0f1a11b5acddb31e462c50d861b"
E0619,S0877,"áThis term has been documented as referring to two species of the genus <Bursera>: <Bursera schlechtendalii> and <Bursera ovalifolia>. These are trees with a reddish bark that peels off in thin strips. <Bursera schlechtendalii> has simple leaves and produces resin that emits an aroma similar to mint. <Bursera ovalifolia> grows to a larger size and has leaves composed of smaller leaves. The name <yaga la guitu> can also be used to refer to a category of trees belonging to at least four different families: Euphorbiaceae, Anacardiaceae, Burseraceae and Fouquieriaceae. The species that make up this category are all characterized by a similar structure. They have thick branches and bifurcate in a slightly sinuous way. The name <yaga la guitu> may be modified to offer more precision (see corresponding entries). There are also variants of the name, including <yaalla guitu>.","Este término se ha documentado en referencia a dos especies del género <Bursera>: <Bursera schlechtendalii> y <Bursera ovalifolia>. Estos árboles poseen una corteza rojiza que se desprende en tiras delgadas. <Bursera schlechtendalii> posee hojas simples y presenta una resina que despide un aroma similar al de la menta. <Bursera ovalifolia> tiene hojas conformadas por hojuelas y llega a ser de mayor talla. El nombre <yaga la guitu> se puede utilizar también para designar a una categoría de árboles pertenecientes a por lo menos cuatro familias: Euphorbiaceae, Anacardiaceae, Burseraceae y Fouquieriaceae. Las especies que conforman esta categoría se caracterizan por una arquitectura similar en la cual las ramas son gruesas y se bifurcan de manera sutilmente sinuosa. Se puede modificar el nombre de <yaga la guitu> para mayor precisión. Ver las entradas correspondientes. Existen variantes del nombre <yaga la guitu> incluyendo el nombre <yaalla guitu>.","Yagadi' láni yaalaguitu, nanaadini, cadi naguidxipeni, risooni bia' chii metru. Nuu chupa lu yagadi'. Tobini la rabicabe yaalaguitu xiñá' ne xtobini la yaalaguitu guiichi. Rudiini ti tini nayaala sica ga xtini guitu, zandaca runi ndi' nga rabicabeni 'yaalaguitu'. Nabé riquiiñe binni bandadi' xtini ora napa guendariana ladxidó', guí, liibi ndaani ne ni napa dxiña.Rugaaguicabe xpandadini ne re'cabe xnisa xiñá'ni.",<Bursera ovalifolia>;<Bursera schlechtendalii>,"1af613fa50598b60135d56def25941ba,3adfc28e8b6188553537cc59913ad7f9,1eaa9dfdca49f8f480640e9d526ca16e,d63c9a6c51f6b528f9b5f5ef3b4b6a9d,a489f290cc93e750a0cc8857ac30dbff,6a3cfb774d11b4533dfc6368521c1361,900ce7732a059b557bbf7c80fb245c32,e9ebce1e831c813b05878ac0944c25b9,f60cdba6b39aed86c7101c2fe05dcf41,e6b580d0640c6c6d732468394b264628,02f5294f183a059307fc9e08d93397fa,c8b2c0c0a40c49e6317cb8248794277e,39834ac90911e29f37ef9907ad1dee95,863d241429b37ee4d76cae6eac0ca485,952a174bcbbab15e93e0b9963700c7f8,91df4df1aff255154c2c046b683ad11f"
E0316,S0878,"Name used for the species <Bursera fagaroides> and <Bursera schlechtendalii>, trees that reach a height of 5 meters. The first has bark that peels off in yellow strips leaving bare the blueish-green trunk. It exudes a whitish latex, and its leaves are made up of smaller leaves. The second has a reddish bark that also peels off. It has an oily resin and simple leaves. When cut, this species emits an aroma similar to mint. Although the Zapotec name for this tree includes the Spanish word <copal>, it is not called <copal> in Spanish. The wood is used to carve wooden figurines.","Con este nombre se denomina a las especies <Bursera fagaroides> y <Bursera schlechtendalii>, árboles que alcanzan una altura de 5 metros. La primera, <Bursera fagaroides>, presenta una corteza que se desprende en tiras amarillas delgadas dejando al desnudo el tronco de color verde azulado y también exuda un látex blanquesino. Sus hojas están conformadas por hojuelas. La segunda, <Bursera schlechtendalii>, posee una corteza rojiza que también se desprende, presenta una resina aceitosa, las hojas son simples y al cortar el árbol, éste despide un aroma similar al de la menta. A pesar de que se hace alusión al copal en el nombre en zapoteco de este árbol, los árboles que se designan con el nombre de <yaga la guitu copal> no son los que en castellano se conocen como copal. La madera de este árbol se utiliza para producir figuras talladas.","Yagadi' risoo bia' gaayu metru ne napani ti xca naga' nayu. Rabisicabeni yaga gu'xhu bidó', que rudiini gu'xhu bidó'. Ora guchuugucabeni la rucheecheni ti xho' sicaga menta, napani ti tini naya'ni. Nabé rucheeche náni. Riquiiñecabe xhiagani ruza'necabeni xtianu huiini. Nuuni ndaani gui'xhi'.",<Bursera fagaroides>;<Bursera schlechtendalii>,"ba0f811b5a660893648f1cafc0cfd6e6,501a878d9f64cacf9c2965527950c52b,e6984774e22e79e46c20ba4b7aa02adc,d5890ef0c310543268c21eb0d1044f5b"
E1093,S0879,"Name for the species <Fouquieria formosa> of the Fouquieriaceae family, a thorny tree that reaches a height of 10 meters. Its distribution in the La Ventosa area is limited to Cerro El Merodio, where it is abundant. It has a greenish-yellow bark that peels off like paper in large pieces, so its color varies forming large bands along the bark. It produces bright orange flowers and brown fruit. The tree is not considered to have any particular use. It is called <palo mulato> in Spanish as some associate it with the species <Bursera simaruba>, <yaga la guitu xiña'>, which belongs to a different botanical family.","Se nombra así a la especie <Fouquieria formosa>, de la familia Fouquieriaceae. Árbol que alcanza una altura de 10 metros. Su distribución en la zona de La Ventosa se limita al Cerro El Merodio en donde es abundante. Presenta una corteza amarilla verdosa que se desprende como papel en pedazos grandes, por lo que su coloración varía formando bandas a lo largo de la corteza. Presenta espinas rectas. Su flor es de color anaranjado brillante y su fruto de color café. No se considera que este árbol tenga ningún uso. En La Ventosa, se le puede nombrar 'palo mulato' en castellano ya que algunos lo asocian con el árbol identificado como <Bursera simaruba>, <yaga la guitu xiña'>, que pertenece a otra familia botánica.","Yagadi' risooni bia' chii metru ne neca rihuinni ladini nayaa ridxaani ti naruxhini ne naguichini, rindanisini lu dani Merodio, raca dxáni. Rudiini ti guie' nabiguitu rini ne xcáni nayú. Napani ti tini naya'ni. Yagadi' rului'ni' ti yaga rabicabe laa lu diidxaxtia 'palo mulato'.",<Fouquieria formosa>,"cd3a769af614dadf7e3244064ab9152d,1c7d2f3c510cf96450e7fe24463724f5,718779da24f02ff559c6406f769c9feb,db2ee00e3a30d28f9dd51805d6acd083,d93861b0c9da3d36ce865269803985cb,650af0c7b94f46b2a859e7afe6d1eec1,9800fb49fbd2e2f79409861fc43ca191,c612991b8ecc47da4120af4d823edfdb,38b8d708a39fed2040d6b41e336f6c6b,569241160ed7b8516e0f724a42ea2d84"
E1092,S0880,"Name for the species <Euphorbia schlechtendalii> of the Euphorbiaceae family, an abundant tree that reaches a height of 2 to 5 meters. Its bark is smooth and reddish, and its leaves are small and round. It produces tiny yellow flowers and green fruit. It contains an abundance of latex, which is considered toxic among experts in La Ventosa. For this reason it is also known as <yaga la guitu tini>; <tini> refers to the latex. It is called <palo mulato> in Spanish as some associate it with the species <Bursera simaruba>, <yaga la guitu xiña'>, which belongs to a different botanical family.","Con este nombre se identifica a <Euphorbia schlechtendalii>, de la familia Euphorbiaceae. Se trata de un árbol abundante, que llega a medir de dos a cinco metros. La corteza es lisa, de color rojizo, sus hojas son pequeñas y redondeadas. Sus flores son diminutas, amarillas y los frutos son verdes. Presenta látex en abundancia y los conocedores en La Ventosa lo consideran tóxico. Por la abundancia del látex también se le conoce a este árbol como <yaga la guitu tini> pues <tini> hace referencia al látex. En La Ventosa, se le puede nombrar 'palo mulato' en castellano ya que algunos lo asocian con el árbol identificado como <Bursera simaruba>, <yaga la guitu xiña'>, que pertenece a otra familia botánica.","Yagadi' risoo bia' chupa metru ribeeni ti guie' naguchiga ne luni ricá ti xca naga', pacaa naxiñá', napa xhaatani ti niidxi naquichi' te, nácabe naduxhini, zanda gata láni yaga yaalaguitu niidxi. Nuuni lu gui'xhi'.",<Euphorbia schlechtendalii>,"ddecec31a31b2accd723230790346594,b39aca417a46cf946073dfca6a67933d,b22e4457481699bb3109477adb665e13,4b32fbf4d8e88c0eedf9330713558377,6e676e2d7dae1fd5a07be674a41bbc4a,eb6943b2723b6ddc7d594e369e6120a4,6e8199e4f15cce767121bac770483708,c1efa59aa2f5bbd82754b12042ebdcc5,8b331c942cbccfed29314fc6fd060778,24e977e08cd4c8ff7189a33311f06235"
E1091,S0881,"This name is used to refer to tree species from two different families: <Bursera simaruba> of the Burseraceae family and <Amphipterygium adstringens> of the Anacardiaceae family. <Bursera simaruba> is a tree that reaches a height of more than 30 meters. It has an aromatic resin and thin, reddish or brown bark that peels off to reveal the green trunk. Its leaves are composed of up to nine smaller leaves. Its fruit is small and asymmetric with three corners, but more or less oval-shaped. <Amphipterygium adstringens> is a tree that reaches a height of 12 meters. Its bark is smooth and gray with woody protuberances that stick out several centimeters. It produces latex and its leaves are composed of three to five smaller leaves. Its fruit is dry and flat, with a brown sort of wing. The bark of the <Amphipterygium adstringens> is considered to have medicinal properties for treating peptic ulcers, gastritis, stomach pain and inflammation. The bark is cut, dried, and boiled then drunk as a tea or at room temperature, or taken as an enema. In La Ventosa, both species can be called <palo mulato> in Spanish.","El huachalalá. Este nombre hace referencia a especies de dos familias distintas: <Bursera simaruba> de la familia Burseraceae y <Amphipterygium adstringens> de la familia Anacardiaceae. <Bursera simaruba> es un árbol que alcanza tallas de más de 30 metros, con resina aromática y una corteza de color rojizo a café, delgada, que al desprenderse muestra al tronco de color verde. Sus hojas se componen de hasta nueve hojuelas. Su fruto es más o menos ovoide, asimétrico con tres esquinas y pequeño. <Amphipterygium adstringens> es un árbol que alcanza los 12 metros, su corteza es gris, lisa o con protuberancias leñosas que sobre salen varios centímetros. Presenta látex, sus hojas se componen de tres a cinco hojuelas y sus frutos son secos aplanados, con una especie de ala color café. A la corteza de <Amphipterygium adstringens> se le atribuyen propiedades medicinales en contra de la úlcera gástrica, gastritis, dolores de estómago e inflamación. Para usarse de manera terapéutica, la corteza se corta, se pone a secar y se hierve ya sea para que se tome como té o como agua de tiempo, o bien como lavativa. En La Ventosa, se le puede nombrar 'palo mulato' en castellano a ambas especies.","Yagadi' risoo bia' chiibichupa metru ribeeni ti guie' naxiñá' ga pacaa naga' naguchi que gapa xho' ne luni ricá ti xca nayu napa ti xubaana' huiini ne xpiidxini napa xhiaa huiini. Ribeecabe xpandadi'ni rucuiidxicabe laa pacaa guidubi nayaani rugaaguicabeni, re'cabe nisa xiñáni, rusiandani guí, guendariana ladxidó' ne guendariguidxi ndaani. Nuu tu ricaani cuaana'.",<Amphipterygium adstringens>;<Bursera simaruba>,"51edac2969f56a6b2a1ed5bbb6b5d542,a949208c5fd1126d056dab7f50849884,9f3256843d45ddeb8d9bbf5767dc0872,12f5aa8ffd2512448dc9fb3994a455ca,75fcea7809c8ee46aca6a9f06d3915d6,7036e250fcf4f533ad566ac3ea28a101,48b3435ce46b572d85f9a7eb6a33926e,b74cdea863f4392a03151bb1a2a631c7,a09144b210a8a347b1cf199d2a02d7f9"
